,Report Number,Occur Date,Occur Time,Neighborhood
3208,190501764,2019-02-19,1450,Downtown
3209,190501949,2019-02-19,1950,Midtown
3210,190502010,2019-02-19,1845,Old Fourth Ward
3212,190510326,2019-02-19,1800,Morningside/Lenox Park
3213,190510400,2019-02-19,2100,Berkeley Park
3216,190510873,2019-02-19,2100,Atlantic Station
3218,190511707,2019-02-20,1740,Berkeley Park
3219,190511813,2019-02-20,1830,Colonial Homes
3220,190511846,2019-02-20,1839,Morningside/Lenox Park
3221,190511868,2019-02-20,1545,Summerhill
3222,190512016,2019-02-20,2035,South Tuxedo Park
3223,190512029,2019-02-20,2000,West Paces Ferry/Northside
3224,190512145,2019-02-20,2100,North Buckhead
3225,190511536,2019-02-20,1615,Vine City
3226,190510819,2019-02-20,1059,Hammond Park
3227,190510909,2019-02-20,1145,Downtown
3228,190510972,2019-02-20,1233,Edgewood
3229,190511174,2019-02-20,1417,Lenox
3230,190511414,2019-02-20,1600,Vine City
3231,190511415,2019-02-20,1604,Lenox
3232,190511652,2019-02-20,1724,Vine City
3233,190511907,2019-02-20,1940,Vine City
3235,190511509,2019-02-19,2200,Lenox
3237,190510479,2019-02-19,2200,Harris Chiles
3238,190510523,2019-02-19,2200,Home Park
3239,190510782,2019-02-17,1000,Greenbriar
3240,190511724,2019-02-20,1750,Ardmore
3241,190511765,2019-02-20,1508,West End
3244,190512065,2019-02-20,1905,Oakland City
3245,190510406,2018-12-11,1600,Paces
3246,190511292,2019-02-20,1523,English Avenue
3247,190511990,2019-02-20,2030,Sylvan Hills
3248,190512140,2019-02-20,2100,Vine City
3249,190511819,2019-02-20,1840,Downtown
3250,190510958,2019-02-18,1345,Buckhead Heights
3252,190511349,2019-02-18,2100,Midtown
3254,190511115,2019-02-19,1700,Perkerson
3256,190520427,2019-02-20,2100,Brookview Heights
3257,190520713,2019-02-20,1800,Downtown
3258,190520786,2019-02-16,2300,Oakland City
3260,190520928,2019-02-17,1500,Oakland City
3261,190521098,2019-02-20,2300,Center Hill
3262,190521305,2019-02-19,1630,Oakland City
3263,190521848,2019-02-21,1430,Glenrose Heights
3265,190521055,2019-02-21,1330,Capitol View
3266,190521696,2019-02-21,1700,Lindbergh/Morosgo
3267,190521216,2019-02-21,1510,Hammond Park
3268,190521327,2019-02-21,1530,Glenrose Heights
3269,190522330,2019-02-21,2345,Mechanicsville
3270,190521936,2019-02-21,1944,Carey Park
3272,190520795,2019-02-21,1034,Downtown
3273,190520952,2019-02-07,2200,Fort McPherson
3274,190520988,2019-02-21,1515,Mays
3275,190521199,2019-02-11,1245,South River Gardens
3276,190521441,2019-02-17,1400,Kirkwood
3277,190521962,2019-02-21,1920,Lindbergh/Morosgo
3278,190522215,2019-02-21,1700,South Atlanta
3283,190520614,2019-01-31,1730,Blandtown
3284,190520902,2019-02-21,1230,Garden Hills
3285,190521265,2019-02-21,1527,Thomasville Heights
3286,190522048,2019-02-21,2030,Adams Park
3287,190520561,2019-02-20,1800,Vine City
3288,190521978,2019-02-20,1930,Morningside/Lenox Park
3289,190521104,2019-02-15,1100,Midtown
3291,190520869,2019-02-21,1030,Buckhead Village
3292,190521605,2019-02-21,1720,West End
3293,190521654,2019-02-21,1700,Vine City
3294,190522193,2019-02-21,2200,Berkeley Park
3295,190520583,2019-02-20,1934,Leila Valley
3297,190520011,2019-02-20,2230,Poncey-Highland
3298,190520090,2019-02-20,2300,Cabbagetown
3301,190520376,2019-02-20,2000,Virginia Highland
3302,190520694,2019-02-20,1500,Midtown
3303,190520862,2019-02-20,2145,other
3305,190520973,2019-02-18,2300,Buckhead Heights
3306,190521944,2019-02-21,1935,other
3307,190522043,2019-02-21,1725,Downtown
3308,190522085,2019-02-21,1954,Home Park
3309,190522235,2019-02-21,2240,Loring Heights
3310,190522246,2019-02-21,2100,Vine City
3311,190530507,2019-02-21,2100,Chosewood Park
3312,190530542,2019-02-21,2200,Blandtown
3313,190530561,2019-02-21,2100,Garden Hills
3314,190530679,2019-02-21,2130,Princeton Lakes
3315,190530709,2019-02-21,2100,Morningside/Lenox Park
3318,190530880,2019-02-21,2100,Oakland
3319,190530890,2019-02-22,1000,Druid Hills
3322,190531187,2019-02-20,1730,Berkeley Park
3323,190531211,2019-02-22,1510,Norwood Manor
3324,190531700,2019-02-22,1810,Lindbergh/Morosgo
3325,190531973,2019-02-22,1950,Inman Park
3326,190532026,2019-02-22,1840,Lake Claire
3327,190532047,2019-02-21,1600,Downtown
3328,190532144,2019-02-22,1930,Virginia Highland
3329,190532160,2019-02-22,1900,Pittsburgh
3330,190532217,2019-02-22,2035,Old Fourth Ward
3331,190530720,2019-02-21,2200,Hammond Park
3332,190530856,2019-02-21,2100,Hammond Park
3333,190531250,2018-01-10,1200,Downtown
3334,190531262,2019-02-20,1800,Kirkwood
3336,190530757,2019-02-22,1000,Vine City
3337,190530844,2019-02-22,1050,Lindbergh/Morosgo
3338,190530872,2019-02-22,1100,Piedmont Heights
3339,190530894,2019-02-22,1134,Old Fourth Ward
3340,190530908,2019-02-22,1100,Vine City
3341,190530920,2019-02-22,1100,Vine City
3343,190531395,2019-02-22,1600,East Atlanta
3344,190531541,2019-02-22,1700,Berkeley Park
3345,190531616,2019-02-22,1758,Edgewood
3346,190531647,2019-02-22,1800,Lindbergh/Morosgo
3347,190531962,2019-02-22,2041,Edgewood
3348,190532029,2019-02-22,2100,Berkeley Park
3349,190532065,2019-02-22,2135,Lenox
3350,190532013,2019-02-22,1936,Adair Park
3352,190531035,2019-02-21,1600,Paces
3355,190530906,2019-02-20,1500,Browns Mill Park
3357,190531016,2019-02-18,2200,Ben Hill Terrace
3358,190531912,2019-02-22,1845,Princeton Lakes
3359,190531939,2019-02-22,1830,Lenox
3360,190532049,2019-02-22,2121,West End
3361,190532116,2019-02-22,2209,Harland Terrace
3362,190530532,2019-02-21,1545,Downtown
3363,190530677,2019-02-21,1730,Kirkwood
3364,190531492,2019-02-22,1701,Westview
3365,190531926,2019-02-22,1740,Old Fourth Ward
3366,190531292,2019-02-22,1530,Center Hill
3368,190532117,2019-02-22,2209,Old Fourth Ward
3371,190531550,2019-02-22,1700,Westview
3372,190532263,2019-02-22,2000,Midtown
3376,190520682,2019-02-20,1830,Downtown
3381,190541099,2019-02-22,1730,Midtown
3382,190541109,2019-02-22,1730,Audobon Forest West
3383,190541388,2019-02-23,1330,Oakland City
3384,190542026,2019-02-23,1400,Midtown
3385,190540648,2019-02-22,1700,English Avenue
3386,190541446,2019-02-21,1845,Bush Mountain
3387,190541188,2019-02-23,1420,Bankhead
3388,190540860,2019-02-23,1050,Florida Heights
3389,190540894,2019-02-19,1640,Westview
3390,190541175,2019-02-23,1419,Sweet Auburn
3391,190541852,2019-02-22,2000,Dixie Hills
3392,190541985,2019-02-23,2100,Lenox
3393,190540069,2019-02-22,1845,Grant Park
3395,190540849,2019-02-22,2330,Atlanta University Center
3396,190541010,2019-02-22,1500,Castleberry Hill
3397,190541031,2019-02-22,2230,Home Park
3398,190541046,2019-02-22,1830,West End
3399,190541073,2019-02-22,1113,Piedmont Heights
3400,190541637,2019-02-23,1745,Ashview Heights
3402,190541463,2019-02-14,2200,Greenbriar
3404,190540861,2019-02-23,1020,Berkeley Park
3405,190540938,2019-02-23,1130,Grove Park
3406,190541251,2019-02-23,1441,Edgewood
3407,190541302,2019-02-23,1500,Piedmont Heights
3408,190541440,2019-02-23,1600,Lenox
3409,190541632,2019-02-23,1805,Lenox
3412,190540396,2019-02-22,2015,Midtown
3413,190540597,2019-02-22,1400,Blandtown
3415,190540628,2019-02-22,2000,Ardmore
3416,190540708,2019-02-22,1800,Morningside/Lenox Park
3420,190540952,2019-02-22,2300,Downtown
3421,190541117,2019-02-23,1030,Downtown
3422,190541259,2019-02-23,1300,Ardmore
3423,190541317,2019-02-23,1200,Home Park
3424,190541397,2019-02-22,2300,Buckhead Village
3425,190541592,2019-02-23,1400,Grant Park
3426,190541771,2019-02-23,1530,Grant Park
3427,190541824,2019-02-22,2000,Pittsburgh
3428,190541977,2019-02-23,1930,Midtown
3429,190542154,2019-02-23,2100,Piedmont Heights
3430,190542161,2019-02-23,2230,Marietta Street Artery
3431,190541236,2019-02-23,1432,Lenox
3432,190541384,2019-02-23,1550,Reynoldstown
3434,190550013,2019-02-23,1600,Midtown
3435,190550167,2019-02-23,2203,Downtown
3436,190550509,2019-02-23,2115,Midtown
3437,190550535,2019-02-23,2124,Bolton
3440,190551020,2019-02-23,2000,Brookwood
3441,190551153,2019-02-23,1300,Downtown
3443,190551169,2019-02-23,1900,Rockdale
3444,190551269,2019-02-24,1530,Perkerson
3447,190551463,2019-02-24,1513,Reynoldstown
3448,190551487,2019-02-24,1708,East Atlanta
3449,190551489,2019-02-24,1730,Inman Park
3450,190551637,2019-02-24,1200,Downtown
3451,190551676,2019-02-24,1900,Summerhill
3452,190551717,2019-02-24,1545,Summerhill
3453,190551787,2019-02-24,1430,Midtown
3454,190551844,2019-02-24,1850,Grant Park
3455,190551998,2019-02-24,1915,Inman Park
3457,190550800,2019-02-24,1100,Perkerson
3458,190550953,2019-02-24,1234,Berkeley Park
3459,190550979,2019-02-24,1245,North Buckhead
3460,190550995,2019-02-24,1255,Berkeley Park
3461,190551103,2019-02-24,1341,Berkeley Park
3462,190551148,2019-02-24,1340,Lenox
3463,190551533,2019-02-24,1757,Berkeley Park
3464,190551783,2019-02-24,2000,Berkeley Park
3466,190550862,2019-02-23,1800,Downtown
3468,190551952,2019-02-24,2240,Peachtree Hills
3469,190550463,2019-02-23,2315,Blandtown
3471,190550641,2019-02-22,2030,Downtown
3472,190551176,2019-02-24,1407,Sylvan Hills
3473,190551183,2019-02-15,1100,Lenox
3474,190551720,2018-02-20,2152,Atlantic Station
3482,190550756,2019-02-24,1000,Downtown
3483,190550843,2019-02-24,1135,Southwest
3488,190551339,2019-02-24,1610,West End
3490,190551347,2019-02-24,1000,Mozley Park
3491,190551484,2019-02-22,1630,Old Gordon
3492,190550952,2018-02-13,1700,West End
3494,190551271,2019-02-24,1500,The Villages at Carver
3495,190551273,2019-02-22,1700,Thomasville Heights
3496,190551461,2019-02-24,1600,Westview
3497,190551475,2019-02-23,1400,other
3498,190551816,2019-02-16,1500,Piedmont Heights
3499,190560473,2019-02-23,1300,Buckhead Heights
3503,190561697,2019-02-25,1100,Oakland
3505,190560528,2019-02-24,1800,Grove Park
3506,190562142,2019-02-25,2120,Campbellton Road
3507,190561176,2019-02-25,1300,Lindbergh/Morosgo
3508,190561258,2019-02-25,1340,Lindbergh/Morosgo
3509,190561349,2019-02-25,1445,Florida Heights
3511,190562178,2019-02-25,2220,Bolton
3512,190562158,2019-02-25,2202,Lindbergh/Morosgo
3514,190560592,2019-02-22,1830,Wesley Battle
3515,190560772,2019-02-24,1900,Inman Park
3517,190561482,2019-02-24,1600,Chastain Park
3518,190561499,2019-02-25,1500,Reynoldstown
3519,190561822,2019-02-25,1130,Campbellton Road
3520,190561868,2019-02-25,1729,Pittsburgh
3523,190560695,2019-02-23,1500,Underwood Hills
3524,190560914,2018-12-25,1200,Collier Heights
3526,190561398,2019-02-23,2200,Westhaven
3528,190561165,2019-02-23,1820,Morningside/Lenox Park
3529,190561325,2019-02-16,1400,Midtown
3530,190561659,2019-02-22,1500,The Villages at Carver
3531,190561660,2019-02-25,1635,Downtown
3532,190561740,2019-02-25,1500,Paces
3533,190561302,2019-02-25,1333,Vine City
3534,190562057,2019-02-22,1800,Midtown
3535,190561072,2019-02-24,2200,Reynoldstown
3538,190561102,2019-02-25,1225,Edgewood
3539,190561947,2019-02-25,1928,Home Park
3540,190561958,2019-02-25,1930,Downtown
3541,190561993,2019-02-25,1955,Lenox
3542,190562053,2019-02-25,1800,Lenox
3543,190560013,2019-02-24,2300,Piedmont Heights
3548,190560609,2019-02-24,1900,Lake Claire
3550,190561290,2019-02-25,1200,Lindbergh/Morosgo
3551,190561408,2019-02-25,1345,Pine Hills
3552,190561774,2019-02-22,2200,Hunter Hills
3553,190561867,2019-02-25,1450,Downtown
3554,190562045,2019-02-25,1825,Atlantic Station
3555,190562167,2019-02-25,2208,Piedmont Heights
3556,190562207,2019-02-22,2200,Thomasville Heights
3557,190562208,2019-02-25,1930,Inman Park
3558,190570322,2019-02-25,2200,Downtown
3559,190570330,2019-02-25,2300,Dixie Hills
3561,190570557,2019-02-25,1900,Downtown
3563,190571056,2019-02-26,1215,Ashview Heights
3564,190571120,2019-02-25,1900,Candler Park
3565,190571228,2019-02-26,1418,South Atlanta
3566,190571543,2019-02-26,1620,Grove Park
3567,190571618,2019-02-26,1500,Lenox
3568,190571988,2019-02-22,1200,Midtown
3569,190572076,2019-02-26,2010,Morningside/Lenox Park
3570,190572079,2019-02-26,1915,Brookwood Hills
3571,190572080,2019-02-26,1750,Midtown
3572,190572314,2019-02-26,1700,Downtown
3573,190572365,2019-02-26,2204,Midtown
3574,190570388,2019-02-25,1830,Chastain Park
3575,190571018,2019-02-26,1200,Lindbergh/Morosgo
3576,190571358,2019-02-26,1500,Atlantic Station
3577,190571632,2019-02-26,1650,Poncey-Highland
3578,190571855,2019-02-26,1720,Vine City
3579,190570744,2019-02-26,1004,Sylvan Hills
3580,190570554,2019-02-25,1830,Midtown
3581,190571089,2019-02-23,1112,Midtown
3582,190572059,2019-02-24,2000,Midtown
3583,190572125,2019-02-26,1830,The Villages at East Lake
3586,190571410,2019-02-26,1420,West Lake
3587,190571743,2019-01-24,1400,Vine City
3588,190572250,2019-02-26,1800,Harris Chiles
3589,190572356,2019-02-26,2323,Kirkwood
3590,190570658,2019-02-25,1030,other
3592,190571023,2019-02-26,1200,Grove Park
3593,190560439,2019-02-25,1200,Glenrose Heights
3594,190570923,2019-02-26,1135,English Avenue
3595,190571290,2019-02-26,1440,Bankhead
3596,190572233,2019-02-26,2130,other
3597,190572063,2019-02-26,2000,English Avenue
3598,190571456,2019-02-26,1500,East Atlanta
3600,190572005,2019-02-26,1937,Kirkwood
3601,190572336,2019-02-26,2230,Bankhead
3602,190570331,2019-02-25,1800,Chastain Park
3603,190570661,2019-02-25,1900,Penelope Neighbors
3606,190571798,2019-02-24,1415,Old Fourth Ward
3609,190580436,2019-02-26,2000,Hammond Park
3610,190580957,2019-02-27,1155,Southwest
3611,190580991,2019-02-27,1030,Old Fourth Ward
3612,190581089,2019-02-27,1304,South Atlanta
3613,190581325,2019-02-27,1330,Ormewood Park
3614,190581512,2019-02-27,1300,North Buckhead
3615,190581515,2019-02-27,1405,North Buckhead
3616,190581584,2019-02-27,1600,Candler Park
3617,190581599,2019-02-27,1703,Candler Park
3621,190581030,2019-02-27,1233,Adair Park
3622,190582297,2019-02-27,2300,Grove Park
3624,190581281,2019-02-27,1500,Adams Park
3625,190581889,2019-02-27,1912,Old Fourth Ward
3626,190580995,2019-02-27,1030,Venetian Hills
3628,190581912,2019-02-27,1900,Downtown
3630,190581926,2019-02-27,1924,Collier Heights
3631,190580963,2019-02-24,1700,other
3634,190581937,2019-02-27,1720,Lindbergh/Morosgo
3635,190581950,2019-02-27,1450,Washington Park
3637,190582216,2019-02-27,1900,Sweet Auburn
3638,190582347,2019-02-27,2100,Grant Park
3641,190580922,2019-02-26,1600,Edgewood
3642,190581193,2019-02-26,1400,Buckhead Forest
3643,190581436,2018-02-20,1600,Greenbriar
3645,190582115,2019-02-27,1600,Paces
3646,190582146,2019-02-27,1730,Downtown
3647,190582190,2019-02-27,1900,Midtown
3648,190582301,2019-02-27,2300,Grant Park
3649,190580905,2019-02-27,1100,Mechanicsville
3650,190581417,2019-02-27,1531,Downtown
3651,190581539,2019-02-27,1644,Atlantic Station
3652,190581868,2019-02-27,1851,Lenox
3653,190582000,2019-02-27,1945,North Buckhead
3654,190582018,2019-02-27,2008,Midtown
3655,190582050,2019-02-27,2020,Lindbergh/Morosgo
3656,190580404,2019-02-26,2000,Virginia Highland
3659,190580612,2019-02-26,2100,Old Fourth Ward
3660,190580993,2019-02-27,1030,Summerhill
3661,190581186,2019-02-27,1400,Mechanicsville
3662,190581247,2019-02-27,1445,Atlanta University Center
3663,190581429,2019-02-27,1600,Mechanicsville
3664,190582009,2019-02-26,2300,Sylvan Hills
3665,190582281,2019-02-27,2130,Downtown
3666,190582290,2019-02-27,1955,Virginia Highland
3667,190590601,2019-02-27,1920,West Highlands
3668,190591199,2019-02-27,2200,Atlanta University Center
3669,190591671,2019-02-28,1100,Midtown
3670,190592074,2019-02-28,1900,Midtown
3671,190592191,2019-02-28,1200,Home Park
3672,190592276,2019-02-28,1930,East Chastain Park
3673,190592340,2019-02-28,2115,Home Park
3674,190592493,2019-02-28,1930,other
3675,190590497,2019-02-23,1700,West End
3676,190590843,2019-02-28,1027,Riverside
3677,190590935,2019-02-28,1122,Perkerson
3678,190592113,2019-02-28,1933,Riverside
3679,190592200,2019-02-28,2015,Adamsville
3680,190592436,2019-02-28,2251,Berkeley Park
3682,190590960,2019-02-28,1130,Hammond Park
3683,190591359,2019-02-22,1700,Downtown
3684,190591466,2019-02-28,1515,Lindbergh/Morosgo
3685,190591580,2019-02-28,1300,Buckhead Forest
3686,190591696,2019-02-28,1658,Midtown
3688,190591145,2019-02-27,1500,Beecher Hills
3689,190590649,2019-02-27,1700,Virginia Highland
3690,190591824,2019-02-28,1803,Collier Heights
3691,190592128,2019-02-27,1900,Lakewood Heights
3692,190592270,2019-02-28,1800,Lindbergh/Morosgo
3693,190592393,2019-02-28,1900,West End
3694,190591142,2019-02-28,1255,Reynoldstown
3695,190591219,2019-02-26,1000,Reynoldstown
3696,190590409,2019-02-27,2300,Lindridge/Martin Manor
3698,190590721,2019-02-27,2100,Pine Hills
3699,190590772,2019-02-25,2100,Green Forest Acres
3700,190591053,2019-02-04,1500,Garden Hills
3701,190591877,2019-02-28,1730,other
3702,190591993,2019-02-27,1900,Ridgewood Heights
3703,190592010,2019-02-28,1135,Ansley Park
3704,190592024,2019-02-27,1041,Downtown
3706,190592091,2019-02-28,1915,Thomasville Heights
3707,190591792,2019-02-28,1430,Grove Park
3708,190590034,2019-02-27,2300,Glenrose Heights
3709,190591843,2019-02-28,1750,Almond Park
3710,190592446,2019-02-28,2215,Midtown
3712,190591329,2019-02-28,1420,East Atlanta
3713,190592123,2019-02-28,1939,Old Fourth Ward
3714,190592152,2019-02-28,1949,Custer/McDonough/Guice
3715,190592170,2019-02-28,2001,Collier Heights
3717,190590819,2019-02-27,2100,Ashview Heights
3722,190590803,2019-02-27,1700,other
3724,190601508,2019-03-01,1557,Lakewood Heights
3725,190601640,2019-03-01,1646,Lakewood Heights
3726,190601641,2019-03-01,1646,Blair Villa/Poole Creek
3727,190601974,2019-03-01,1911,Pittsburgh
3728,190601279,2019-03-01,1400,Capitol View
3729,190601352,2019-02-28,1200,other
3731,190602296,2019-03-01,2130,Harland Terrace
3732,190601119,2019-03-01,1240,Midtown
3734,190600474,2019-02-28,2100,Grove Park
3736,190601075,2019-03-01,1200,Greenbriar
3737,190601800,2019-03-01,1700,Mellwood
3738,190601812,2019-02-26,1845,Adams Park
3740,190600500,2019-02-28,2200,Atlanta University Center
3742,190600986,2019-03-01,1100,Vine City
3743,190601247,2019-03-01,1344,Downtown
3744,190601632,2019-03-01,1630,Florida Heights
3745,190601748,2019-02-28,1839,Midtown
3746,190601828,2019-03-01,1758,Berkeley Park
3747,190601881,2019-01-24,1500,Midtown
3748,190602184,2019-03-01,2030,Lenox
3749,190600418,2019-02-28,2130,Summerhill
3750,190600651,2019-02-28,1700,Lindridge/Martin Manor
3751,190600671,2019-02-28,1900,Midtown
3752,190600880,2019-03-01,1040,Campbellton Road
3753,190600976,2019-03-01,1030,Edgewood
3754,190602204,2019-03-01,2050,Adams Park
3755,190602299,2019-03-01,2030,Channing Valley
3756,190602388,2019-03-01,2000,Virginia Highland
3757,190602418,2019-03-01,1845,Midtown
3758,190601471,2019-03-01,1330,Greenbriar
3759,190602073,2019-03-01,1950,Collier Heights
3760,190611188,2019-03-01,2120,Lenox
3761,190610004,2019-03-01,2130,Morningside/Lenox Park
3762,190610073,2019-03-01,2330,Old Fourth Ward
3763,190610256,2019-03-01,2000,Midtown
3765,190610421,2019-03-01,2345,Midtown
3768,190610698,2019-03-01,2230,Ben Hill
3769,190610753,2019-02-28,2000,Inman Park
3770,190610759,2019-03-01,2103,Morningside/Lenox Park
3771,190610863,2019-03-02,1011,Morningside/Lenox Park
3773,190611019,2019-03-02,1153,Mechanicsville
3775,190611211,2019-03-01,1900,Midtown
3777,190611374,2019-03-02,1300,Adair Park
3778,190611478,2019-03-02,1200,Downtown
3779,190611493,2019-03-01,1930,Marietta Street Artery
3780,190611500,2019-03-02,1500,Lenox
3781,190612314,2019-03-02,1730,Summerhill
3783,190610888,2019-03-02,1000,Lindbergh/Morosgo
3784,190611089,2019-03-02,1229,Berkeley Park
3785,190611279,2019-03-02,1415,Lindridge/Martin Manor
3786,190611413,2019-03-02,1530,Atlantic Station
3787,190611491,2019-03-02,1530,Atlantic Station
3788,190611581,2019-03-02,1634,Berkeley Park
3789,190611627,2019-03-02,1647,Kirkwood
3790,190611711,2019-03-02,1640,Old Fourth Ward
3791,190612303,2019-03-02,2130,Polar Rock
3792,190610419,2019-03-01,1800,Sweet Auburn
3794,190610768,2019-03-01,2000,Inman Park
3795,190610913,2019-03-01,2300,Greenbriar
