,Report Number,Occur Date,Occur Time,Neighborhood
8638,191401788,2019-05-20,1700,Old Fourth Ward
8639,191402087,2019-05-20,2035,North Buckhead
8644,191401184,2019-05-19,1900,Grant Park
8645,191401237,2019-05-20,1350,Princeton Lakes
8646,191401378,2019-04-12,1030,Pittsburgh
8647,191401394,2019-05-10,1200,Lindbergh/Morosgo
8650,191400634,2019-05-16,1800,Cascade Avenue/Road
8651,191401495,2019-05-20,1600,Midtown
8652,191401629,2019-05-20,1630,Venetian Hills
8653,191401393,2019-05-17,1400,Midtown
8655,191401691,2019-05-20,1730,Betmar LaVilla
8656,191400640,2019-05-19,2300,Cabbagetown
8658,191400865,2019-05-19,1600,Thomasville Heights
8659,191401979,2019-05-19,2300,Glenrose Heights
8660,191411291,2019-05-20,1845,The Villages at Carver
8661,191411417,2019-05-21,1600,Morningside/Lenox Park
8662,191412233,2019-05-21,1300,Venetian Hills
8663,191410714,2019-05-06,2000,Inman Park
8664,191410260,2019-05-20,2300,Carver Hills
8665,191411003,2019-05-21,1300,Grove Park
8666,191411177,2019-05-21,1400,Capitol View
8667,191411952,2019-05-21,1800,Castleberry Hill
8668,191412354,2019-05-21,2230,Bankhead
8671,191410790,2019-05-21,1056,Sylvan Hills
8672,191410894,2019-05-21,1202,South River Gardens
8673,191410959,2019-05-21,1235,Downtown
8674,191411009,2019-05-21,1240,Edgewood
8675,191411114,2019-05-21,1355,Adamsville
8676,191411247,2019-05-21,1500,Lenox
8677,191411261,2019-05-21,1500,Lindbergh/Morosgo
8678,191411474,2019-05-21,1600,Grant Park
8679,191411638,2019-05-21,1645,Berkeley Park
8680,191411818,2019-05-21,1731,Lenox
8682,191411355,2019-05-19,1630,Kirkwood
8683,191411690,2019-05-16,2000,Adair Park
8684,191412105,2019-05-21,1900,other
8685,191412212,2019-05-16,1200,Benteen Park
8686,191412371,2019-05-21,1120,Center Hill
8688,191410970,2019-05-21,1240,Greenbriar
8689,191410978,2019-05-21,1248,Lindridge/Martin Manor
8691,191411495,2019-05-21,1200,Old Fourth Ward
8692,191411804,2019-05-21,1240,Old Fourth Ward
8693,191411819,2019-05-21,1750,Kings Forest
8694,191411867,2019-05-21,1530,Castleberry Hill
8695,191411894,2019-05-19,1830,Rebel Valley Forest
8696,191412032,2019-05-21,1905,Midtown
8697,191412119,2019-05-19,1200,Virginia Highland
8698,191412162,2019-05-21,1845,Brookwood Hills
8699,191412215,2019-05-21,2030,Home Park
8700,191412280,2019-05-21,2045,Downtown
8701,191412383,2019-05-21,2130,South Tuxedo Park
8702,191412399,2019-05-21,1430,Atlantic Station
8703,191412425,2019-05-21,1620,Downtown
8704,191412477,2019-05-21,2100,Midtown
8705,191412487,2019-05-21,2345,South River Gardens
8706,191412021,2019-05-21,1900,Lenox
8707,191412046,2019-05-21,1800,Edgewood
8708,191410922,2019-05-18,1300,Buckhead Forest
8710,191410209,2019-05-20,1800,Kirkwood
8711,191410344,2019-05-20,1730,other
8713,191410421,2019-05-20,2308,Buckhead Forest
8715,191410582,2019-05-20,2000,Atlanta University Center
8716,191410883,2019-05-21,1020,Princeton Lakes
8717,191410892,2019-05-20,1000,Buckhead Forest
8718,191410915,2019-05-20,2000,South Tuxedo Park
8721,191412416,2019-05-21,2300,Castleberry Hill
8722,191411065,2019-05-21,1300,English Avenue
8723,191412198,2019-05-21,1900,other
8724,191412255,2019-05-21,2130,Grove Park
8725,191412020,2019-05-21,1923,Lakewood Heights
8726,191410030,2019-05-19,2200,Venetian Hills
8727,191410429,2019-05-20,1840,Lindbergh/Morosgo
8728,191410947,2019-05-21,1030,Reynoldstown
8729,191411040,2019-05-21,1300,Capitol View
8730,191411141,2019-05-20,2300,Westview
8732,191412326,2019-05-21,2205,other
8734,191411393,2019-05-21,1000,Capitol View
8737,191411420,2019-05-20,1900,Lakewood Heights
8740,191421503,2019-05-19,1900,Hammond Park
8741,191420125,2019-05-21,2300,Lindbergh/Morosgo
8742,191420425,2019-05-21,1830,Oakland City
8743,191420663,2019-05-21,1500,Mechanicsville
8746,191420714,2019-05-18,1500,Lakewood Heights
8747,191420993,2019-05-21,2000,Downtown
8749,191421064,2019-05-21,1830,Mozley Park
8750,191421256,2019-05-22,1100,Inman Park
8755,191422432,2019-05-22,2115,Peoplestown
8756,191422444,2019-05-22,2129,Kirkwood
8757,191422622,2019-05-22,2339,Old Fourth Ward
8759,191422288,2019-05-22,2000,Harland Terrace
8761,191422054,2019-05-22,1826,Dixie Hills
8763,191420588,2019-05-18,1100,other
8765,191421502,2019-05-22,1527,Edgewood
8766,191421527,2019-05-22,1518,Lenox
8767,191421544,2019-05-22,1500,other
8768,191421934,2019-05-22,1600,Adamsville
8769,191422140,2019-05-22,1850,Edgewood
8771,191420059,2019-05-21,2304,Home Park
8775,191420400,2019-05-21,2300,Pittsburgh
8776,191420592,2019-05-21,2130,Grant Park
8778,191420825,2019-05-19,2030,Pittsburgh
8779,191420966,2019-05-21,1154,Swallow Circle/Baywood
8781,191421008,2019-05-21,2000,Inman Park
8783,191421220,2019-05-21,2315,Inman Park
8784,191421245,2019-05-22,1330,West End
8785,191421300,2019-05-22,1400,Adair Park
8786,191421340,2019-05-15,1500,Adamsville
8787,191421690,2019-05-22,1615,Browns Mill Park
8790,191422187,2019-05-22,1745,Home Park
8792,191422333,2019-05-22,1630,Brookwood Hills
8793,191422395,2019-05-22,1955,Buckhead Forest
8794,191422416,2019-05-22,1200,Blandtown
8795,191422468,2019-05-22,1820,Kirkwood
8796,191422571,2019-05-22,1945,Midtown
8797,191422596,2019-05-22,2200,Downtown
8798,191412466,2019-05-21,2300,Brookview Heights
8800,191420476,2019-05-21,1600,East Lake
8802,191422549,2019-05-22,2230,North Buckhead
8804,191420517,2019-05-21,1900,Fort Valley
8805,191420547,2019-05-21,1900,Lindridge/Martin Manor
8806,191420617,2019-05-21,2200,Summerhill
8807,191420715,2019-05-21,1830,Downtown
8808,191420834,2019-05-21,2350,Downtown
8810,191421112,2019-05-21,1900,Morningside/Lenox Park
8811,191421209,2019-05-21,1800,Ben Hill
8812,191422486,2019-05-22,2130,West End
8813,191422583,2019-05-22,2245,Grove Park
8815,191421376,2019-05-21,1400,Home Park
8817,191422418,2019-05-01,1500,Pine Hills
8818,191420498,2019-05-21,2200,Perkerson
8819,191421101,2019-05-22,1220,Kirkwood
8820,191422558,2019-05-22,1200,other
8822,191421077,2019-05-22,1200,Old Fourth Ward
8823,191421150,2019-05-22,1235,Underwood Hills
8824,191432437,2019-05-23,2248,Center Hill
8825,191431117,2019-05-20,1530,Collier Heights
8826,191431186,2019-04-13,1200,Grant Park
8827,191430542,2019-05-22,2100,Peoplestown
8830,191431348,2019-05-22,2000,Capitol View
8832,191430699,2019-05-21,1800,Berkeley Park
8833,191430990,2019-05-09,2000,Penelope Neighbors
8834,191431333,2019-05-23,1130,East Atlanta
8836,191431658,2019-05-23,1630,Reynoldstown
8837,191431840,2019-04-30,1200,Atlanta University Center
8838,191432094,2019-05-23,1900,Midtown
8839,191430144,2019-05-22,2300,Cabbagetown
8840,191430166,2019-05-22,2300,Grant Park
8842,191430409,2019-05-22,2200,Grove Park
8843,191430502,2019-05-22,1700,Virginia Highland
8844,191430552,2019-05-22,2000,Mays
8847,191430730,2019-05-22,1900,Mays
8848,191430783,2019-05-22,1600,Pine Hills
8850,191430979,2019-05-23,1000,Adair Park
8852,191431122,2019-05-22,2000,Pittsburgh
8854,191431571,2019-05-23,1550,Home Park
8855,191431852,2019-05-22,1800,Thomasville Heights
8856,191431918,2019-05-22,1900,Midtown
8857,191431961,2019-05-23,1815,Adamsville
8858,191432172,2019-05-23,1805,Home Park
8859,191432199,2019-05-23,1720,Marietta Street Artery
8860,191432217,2019-05-23,1745,Marietta Street Artery
8861,191432402,2019-05-23,2000,Home Park
8862,191432468,2019-05-23,2255,Buckhead Forest
8863,191431049,2019-05-23,1200,Poncey-Highland
8864,191431159,2019-05-23,1305,Lindbergh/Morosgo
8865,191431376,2019-05-23,1445,West End
8866,191431415,2019-05-23,1432,Lenox
8867,191431615,2019-05-23,1625,Midtown
8868,191431737,2019-05-23,1701,Berkeley Park
8869,191431914,2019-05-23,1800,Old Fourth Ward
8870,191431924,2019-05-23,1809,Lenox
8871,191432304,2019-05-23,2110,Midtown
8872,191432351,2019-05-23,1800,English Avenue
8873,191430705,2019-05-19,2000,Collier Heights
8874,191431017,2019-05-23,1156,Atlantic Station
8875,191431141,2019-05-21,1800,Sylvan Hills
8876,191431528,2019-05-23,1553,Thomasville Heights
8877,191431184,2019-05-23,1230,West Lake
8878,191431226,2019-05-20,2150,Downtown
8880,191432471,2019-05-23,2305,North Buckhead
8881,191431475,2019-05-23,1500,Monroe Heights
8882,191431081,2019-05-23,1220,Browns Mill Park
8883,191432387,2019-05-23,2200,Piedmont Heights
8884,191430712,2019-05-22,2200,Grove Park
8887,191431281,2019-05-18,1500,Lakewood Heights
8888,191431818,2019-05-17,2300,Loring Heights
8889,191430843,2019-05-21,1745,West End
8891,191430966,2019-05-21,1700,Lindridge/Martin Manor
8893,191431502,2019-05-22,1800,East Atlanta
8894,191432443,2019-05-23,2252,Westview
8896,191440756,2019-05-19,1200,Piedmont Heights
8898,191441036,2019-05-22,1900,Westview
8899,191442548,2019-05-24,2330,Pomona Park
8900,191441474,2019-04-29,2100,South Tuxedo Park
8902,191440984,2019-05-24,1140,Westview
8903,191441681,2019-05-24,1648,Pomona Park
8904,191441831,2019-05-24,1800,Blandtown
8905,191441951,2019-05-09,1200,Home Park
8907,191441865,2019-05-24,1800,Thomasville Heights
8908,191442486,2019-05-24,2320,Midtown
8909,191442239,2019-05-24,2100,Pittsburgh
8911,191442138,2019-05-24,2038,Midtown
8912,191432495,2019-05-23,2300,Atlantic Station
8915,191441139,2019-05-24,1250,Berkeley Park
8916,191441148,2019-05-24,1300,Vine City
8917,191441484,2019-05-24,1530,Edgewood
8918,191441573,2019-05-24,1350,Greenbriar
8919,191441664,2019-05-24,1630,Edgewood
8920,191441835,2019-05-24,1731,Lindbergh/Morosgo
8921,191441840,2019-05-24,1800,Edgewood
8922,191441861,2019-05-24,1800,Campbellton Road
8923,191442006,2019-05-24,1935,Lenox
8924,191440489,2019-05-23,2200,Reynoldstown
8925,191440745,2019-05-23,2000,Inman Park
8928,191441203,2019-05-24,1200,Browns Mill Park
8930,191441578,2019-05-24,1545,Midtown
8931,191441822,2019-05-24,1730,Atlanta University Center
8933,191441913,2019-05-24,1800,South Tuxedo Park
8934,191442077,2019-05-24,1800,Ardmore
8935,191442151,2019-05-24,1518,Downtown
8936,191442186,2019-05-22,2300,Lindbergh/Morosgo
8937,191442189,2019-05-24,1830,Candler Park
8938,191442201,2019-05-24,1000,Downtown
8939,191442264,2019-05-24,2130,Brookwood Hills
8940,191442287,2019-05-24,2123,Inman Park
8941,191442301,2019-05-24,1930,North Buckhead
8942,191442338,2019-05-24,2030,West End
8943,191442464,2019-05-24,1915,Inman Park
8944,191442532,2019-05-24,2115,Lindbergh/Morosgo
8945,191440944,2019-05-22,1400,Lindridge/Martin Manor
8946,191441071,2019-05-23,2000,Ansley Park
8947,191442110,2019-05-24,2020,Washington Park
8948,191441118,2019-05-23,1800,Virginia Highland
8950,191441019,2019-05-24,1030,Grant Park
8952,191451262,2019-05-24,1900,Downtown
8953,191451912,2019-05-25,2000,Harris Chiles
8959,191451136,2019-05-25,1315,Campbellton Road
8960,191451148,2019-05-24,1800,East Atlanta
8961,191451186,2019-05-18,1900,Westview
8962,191451242,2019-05-25,1300,Campbellton Road
8963,191451302,2019-05-25,1100,Vine City
8964,191451844,2019-05-25,1400,Old Fourth Ward
8965,191450242,2019-05-24,1900,Morningside/Lenox Park
8966,191450246,2019-05-24,1950,Midtown
8968,191450312,2019-05-24,2130,Lindridge/Martin Manor
8972,191450832,2019-05-24,1700,Downtown
8973,191450840,2019-05-24,2330,Mozley Park
8974,191451018,2019-05-24,1900,Mozley Park
8975,191451380,2019-05-24,2300,Midtown
8976,191451456,2019-05-25,1313,North Buckhead
8977,191451465,2019-05-25,1300,Downtown
8978,191451549,2019-05-25,1615,Sweet Auburn
8979,191451582,2019-05-25,1545,Downtown
8980,191451676,2019-05-25,1715,other
8981,191451734,2019-05-25,1700,Inman Park
8982,191451747,2019-05-25,1700,Atlantic Station
8983,191451822,2019-05-25,1910,Home Park
8984,191451852,2019-05-25,1830,Midtown
8985,191451904,2019-05-25,1345,Old Fourth Ward
8987,191451954,2019-05-25,2045,Bolton
8988,191451977,2019-05-25,1600,Downtown
8989,191452065,2019-05-25,1945,Home Park
8991,191452214,2019-05-25,1500,Home Park
8992,191451375,2019-05-25,1421,Downtown
8993,191451544,2019-05-25,1712,Lenox
8995,191451239,2019-05-24,1645,Downtown
8996,191451323,2019-05-25,1515,Midtown
8997,191451359,2019-05-25,1530,Edgewood
8998,191451556,2019-05-25,1540,Lenox
8999,191451584,2019-05-25,1623,Adamsville
9000,191451618,2019-05-25,1756,Lenox
9001,191451710,2019-05-25,1849,Edgewood
9002,191450163,2019-05-24,1259,Midtown
9004,191452048,2019-05-25,2136,Oakland City
9005,191451452,2019-05-25,1630,Inman Park
9009,191451466,2019-05-25,1630,Scotts Crossing
9010,191452079,2019-05-25,2000,Vine City
9015,191442488,2019-05-23,1600,Carver Hills
9017,191451695,2019-05-25,1800,English Park
9018,191450418,2019-05-24,1600,Rockdale
9021,191452091,2019-05-25,2200,Mechanicsville
9024,191451806,2019-05-23,1000,Old Fourth Ward
9025,191451716,2019-05-25,1850,Mechanicsville
9026,191460868,2019-05-25,1000,Lakewood Heights
9027,191460997,2019-05-25,1330,other
9028,191462098,2019-05-26,2000,Perkerson
9029,191460501,2019-05-25,1905,Oakland City
9030,191461333,2019-05-25,1200,South Atlanta
9032,191461390,2019-05-26,1550,Oakland City
9034,191461926,2019-05-26,1230,Glenrose Heights
9035,191462199,2019-05-26,1900,The Villages at Carver
9037,191462187,2019-05-26,2340,Knight Park/Howell Station
9038,191461195,2019-05-26,1345,Fort Valley
9039,191461212,2019-05-26,1300,other
9040,191461682,2019-05-26,1800,English Avenue
9041,191462039,2019-05-26,2150,Kings Forest
9043,191460906,2019-05-26,1052,Kirkwood
9044,191462067,2019-05-26,2220,Chosewood Park
9045,191462105,2019-05-26,2248,Bankhead
9046,191461686,2019-05-26,1815,Woodland Hills
9049,191461970,2019-05-26,2135,Old Fourth Ward
9050,191460451,2019-05-25,2130,Lindridge/Martin Manor
9051,191460555,2019-05-25,1100,Midtown
9054,191461513,2019-05-26,1635,Florida Heights
9055,191461119,2019-05-26,1257,Downtown
9056,191461122,2019-05-26,1200,Edgewood
9057,191461221,2019-05-26,1345,Adair Park
9058,191461259,2019-05-26,1425,Ben Hill
9059,191461336,2019-05-26,1515,Grove Park
9060,191461343,2019-05-26,1520,Sylvan Hills
9061,191462064,2019-05-26,2220,Old Fourth Ward
9062,191461044,2019-05-26,1204,other
9063,191461089,2019-05-26,1238,The Villages at Carver
9065,191460001,2019-05-25,2330,Bankhead
9067,191460248,2019-05-25,2230,Vine City
9068,191460358,2019-05-25,2345,Castleberry Hill
9069,191460390,2019-05-25,1630,other
9073,191460583,2019-05-25,2330,Sylvan Hills
9074,191460681,2019-05-25,2230,Grove Park
9076,191460711,2019-05-25,2330,Home Park
9077,191460736,2019-05-25,2300,Sweet Auburn
9079,191460980,2019-05-25,2245,Oakland
9080,191461059,2019-05-25,1700,Mozley Park
9082,191461190,2019-05-24,1330,Buckhead Village
9083,191461347,2019-05-26,1500,Old Fourth Ward
9084,191461446,2019-05-26,1200,Downtown
9085,191461453,2019-05-26,1300,Midtown
9086,191461507,2019-05-26,1500,Midtown
9087,191461577,2019-05-26,1330,Midtown
9088,191461778,2019-05-24,2200,Downtown
9089,191460698,2019-05-25,2330,Home Park
9090,191460975,2019-05-26,1124,Pittsburgh
9091,191461117,2019-05-26,1250,Scotts Crossing
9092,191461655,2019-05-26,1800,Ashview Heights
9093,191461801,2019-05-26,1915,Wilson Mill Meadows
9094,191461888,2019-05-26,2020,Westview
9095,191462088,2019-05-26,2237,Sweet Auburn
9096,191461108,2019-04-26,1200,other
9097,191471331,2019-05-23,2200,Old Fourth Ward
9098,191470980,2019-05-26,1500,Princeton Lakes
9099,191471279,2019-05-26,1615,Scotts Crossing
9100,191471341,2019-05-27,1731,Glenrose Heights
9101,191471357,2019-05-26,2205,The Villages at Carver
9102,191471492,2019-05-27,1600,Lincoln Homes
9103,191471735,2019-05-27,2115,Old Fourth Ward
9105,191470440,2019-05-26,1500,Capitol Gateway
9107,191470676,2019-05-26,2300,Bush Mountain
9108,191470681,2019-05-26,1500,Tampa Park
9109,191470988,2019-05-23,1100,Lindbergh/Morosgo
9111,191471469,2019-05-27,1830,Hammond Park
9112,191471509,2019-05-27,1700,Pittsburgh
9114,191461863,2019-05-26,1800,Downtown
9116,191470152,2019-05-26,2250,Adamsville
9118,191470470,2019-05-26,1800,Adair Park
9119,191470534,2019-05-26,1700,Downtown
9120,191470699,2019-05-26,2030,Collier Heights
9121,191470781,2019-05-26,1800,Lindridge/Martin Manor
9123,191470909,2019-05-27,1043,Downtown
9124,191470925,2019-05-16,1729,Thomasville Heights
9125,191471115,2019-05-25,1200,West Paces Ferry/Northside
9126,191471358,2019-05-27,1700,Collier Heights
9127,191471378,2019-05-19,2300,Oakland City
9128,191471449,2019-05-27,1815,Midtown
9129,191471665,2019-05-27,2100,Mechanicsville
9130,191471675,2019-05-27,1900,Midtown
9131,191471715,2019-05-27,2100,Morningside/Lenox Park
9132,191471740,2019-05-27,1945,Reynoldstown
9133,191471872,2019-05-27,2104,Poncey-Highland
9135,191471014,2019-05-27,1300,Chosewood Park
9136,191471316,2019-05-27,1445,Downtown
9139,191470978,2019-05-27,1345,Vine City
9140,191471016,2019-05-27,1418,Downtown
9141,191471133,2019-05-27,1500,Edgewood
9142,191471213,2019-05-27,1600,Lenox
9143,191471232,2019-05-27,1615,Downtown
9144,191471308,2019-05-27,1720,Downtown
9145,191471420,2019-05-27,1840,Edgewood
9146,191470702,2019-05-27,1040,Downtown
9148,191471425,2019-05-27,1800,Washington Park
9149,191471003,2019-05-27,1400,Atlanta University Center
9150,191471194,2019-05-27,1530,Bankhead
9152,191470863,2019-05-27,1235,other
9153,191471326,2019-05-27,1600,Blair Villa/Poole Creek
9154,191471441,2019-05-27,1800,English Avenue
9155,191471477,2019-05-27,1844,Orchard Knob
9156,191471865,2019-05-27,2308,Greenbriar Village
9157,191471897,2019-05-27,2320,Downtown
9160,191470369,2019-05-26,2000,Washington Park
9162,191471209,2019-05-26,2300,Piedmont Heights
9163,191471632,2019-05-26,1900,Leila Valley
9165,191471488,2019-05-27,1900,Reynoldstown
9166,191471178,2019-05-26,2300,Piedmont Heights
9167,191481218,2019-05-26,1500,Thomasville Heights
9168,191482451,2019-05-28,1630,Lindbergh/Morosgo
9169,191480425,2019-05-27,2300,Old Fourth Ward
9170,191480547,2019-05-24,1530,Old Fourth Ward
9171,191480737,2019-05-27,2030,Old Fourth Ward
9173,191481062,2019-05-27,2300,Old Fourth Ward
9174,191480706,2019-05-24,2000,Grove Park
9175,191480951,2019-05-23,1200,Grove Park
9176,191481026,2019-04-01,1200,West Lake
9177,191481391,2019-05-26,2130,Vine City
9178,191482453,2019-05-28,2140,Glenrose Heights
9182,191480994,2019-05-28,1200,Grove Park
9183,191482327,2019-05-28,2029,Center Hill
9184,191482500,2019-05-28,1900,Florida Heights
9187,191482636,2019-05-28,2300,Adamsville
9188,191480195,2019-05-27,2100,Downtown
9189,191480932,2019-05-28,1100,other
9190,191482237,2019-05-28,1930,Oakland
9191,191482531,2019-05-28,2235,Brentwood
9193,191481100,2019-05-22,1225,Midtown
9194,191481611,2019-05-28,1536,Midtown
9197,191480915,2019-05-25,1230,Venetian Hills
9199,191481067,2019-05-28,1200,West Highlands
9200,191481182,2019-05-21,1200,Carroll Heights
9201,191481663,2019-05-21,1300,Sylvan Hills
9202,191482458,2019-05-28,2100,Downtown
9203,191480024,2019-05-27,2359,Poncey-Highland
9204,191480054,2019-05-27,2130,Ormewood Park
9205,191480055,2019-05-27,2330,Midtown
9206,191480059,2019-05-27,1055,Blandtown
9208,191480089,2019-05-27,2300,Marietta Street Artery
9209,191480173,2019-05-27,1930,West End
9212,191480449,2019-05-27,1930,North Buckhead
9213,191480557,2019-05-10,2330,East Lake
9214,191480609,2019-05-27,2315,Midtown
9215,191480825,2019-05-27,2100,other
9216,191481091,2019-05-27,2200,Home Park
9217,191481188,2019-05-28,1220,Southwest
9218,191481277,2019-05-26,1100,Southwest
9219,191481809,2019-05-28,1100,Downtown
9220,191482045,2019-05-28,1030,Florida Heights
9221,191482334,2019-05-28,1930,Atlantic Station
9222,191482459,2019-05-28,2020,Ardmore
9223,191482481,2019-05-28,2100,Castleberry Hill
9224,191482499,2019-05-28,2150,East Lake
9225,191480287,2019-05-23,1000,Midtown
9226,191480332,2019-05-27,1100,Downtown
9228,191480556,2019-05-27,1500,Underwood Hills
9230,191480767,2019-05-26,2000,Capitol View
9233,191481667,2019-05-28,1300,Dixie Hills
9234,191402099,2019-05-20,2100,Sylvan Hills
9237,191480893,2019-05-28,1058,Edgewood
9238,191481033,2019-05-28,1210,Sylvan Hills
9239,191481340,2019-05-28,1400,Lenox
9240,191481470,2019-05-28,1500,Cascade Avenue/Road
9241,191481682,2019-05-28,1400,Midtown
9242,191480515,2019-05-24,1530,Princeton Lakes
9244,191481183,2019-05-28,1300,Downtown
9245,191481275,2019-05-28,1300,Cabbagetown
9246,191481416,2019-05-28,1512,Vine City
9247,191481593,2019-05-25,1930,Lindridge/Martin Manor
9249,191482471,2019-05-28,2156,Lindbergh/Morosgo
9250,191482597,2019-05-28,2204,Atlanta University Center
9251,191481049,2019-05-28,1030,other
9252,191481053,2019-05-28,1100,Downtown
9253,191490510,2019-05-28,1300,Midtown
9254,191491438,2019-05-28,1730,Hunter Hills
9255,191491850,2019-05-26,2000,Pittsburgh
9257,191491282,2019-05-29,1450,Kirkwood
9260,191490969,2019-05-29,1100,Adamsville
9261,191490987,2019-05-29,1130,South River Gardens
9262,191490989,2019-05-29,1200,Old Fourth Ward
9263,191492146,2019-05-29,2130,Edgewood
9264,191490401,2019-05-28,2100,West Highlands
9266,191490577,2019-05-28,1945,South Atlanta
9268,191490952,2019-05-28,2200,Lindbergh/Morosgo
9269,191491335,2019-03-13,1200,Lindbergh/Morosgo
9270,191491456,2019-05-29,1606,Piedmont Heights
9271,191491899,2019-05-28,1800,Greenbriar
9272,191491954,2019-05-27,1200,Sweet Auburn
9274,191490019,2019-05-28,2343,Virginia Highland
9277,191490417,2019-05-28,2100,Virginia Highland
9278,191490500,2019-05-28,1800,Virginia Highland
9280,191490979,2019-05-29,1030,Druid Hills
9281,191491311,2019-05-29,1440,Glenrose Heights
9283,191491639,2019-05-29,1420,Castleberry Hill
9284,191491668,2019-05-29,1656,Riverside
9285,191492047,2019-05-29,1830,Downtown
9286,191492081,2019-05-29,1530,Downtown
9287,191492093,2019-05-29,1850,Downtown
9288,191492136,2019-05-29,1754,Midtown
9289,191492137,2019-05-29,2100,Princeton Lakes
9290,191492158,2019-05-29,1700,South Tuxedo Park
9291,191492206,2019-05-29,2030,Reynoldstown
9292,191492236,2019-05-29,2000,Downtown
9293,191492247,2019-05-29,2240,Virginia Highland
9294,191492248,2019-05-28,2045,Lindbergh/Morosgo
9295,191492275,2019-05-29,2301,Adamsville
9296,191492295,2019-05-29,1750,Inman Park
9297,191492310,2019-05-29,1730,Midtown
9298,191490341,2019-05-28,1720,other
9300,191490900,2019-05-24,1900,Old Fourth Ward
9301,191491112,2019-05-24,1600,Midtown
9302,191491265,2019-05-29,1230,North Buckhead
9303,191491684,2019-05-28,1200,Berkeley Park
9304,191491922,2019-05-18,1200,Peachtree Hills
9305,191492304,2019-05-29,2200,Buckhead Forest
9307,191491127,2019-05-29,1230,Underwood Hills
9308,191491360,2019-05-29,1300,other
9309,191491500,2019-05-28,1200,Lakewood Heights
9310,191491813,2019-05-29,1820,Brookwood
9311,191491840,2019-05-29,1840,Loring Heights
9312,191491913,2019-05-29,1900,Atlanta University Center
9314,191490976,2019-05-29,1000,Washington Park
9315,191491867,2019-05-29,1848,Home Park
9316,191491503,2019-05-29,1621,Mozley Park
9317,191491630,2019-05-29,1709,Grove Park
9318,191482457,2019-05-28,2150,other
9319,191492373,2019-05-29,2330,Perkerson
9320,191482656,2019-05-28,2359,Southwest
9323,191490589,2019-05-23,2200,Grove Park
9324,191490914,2019-05-25,1600,South Atlanta
9325,191491009,2019-05-28,1620,Westview
9326,191491040,2019-05-28,1000,Downtown
9328,191491543,2019-05-28,2000,Loring Heights
9329,191491568,2019-05-29,1500,Garden Hills
9330,191491629,2019-05-29,1500,Garden Hills
9333,191491928,2019-05-25,1700,Oakland City
9335,191492050,2019-05-29,2100,Peoplestown
9336,191490388,2019-05-28,1800,Downtown
9337,191490808,2019-05-28,2300,Grant Park
9338,191490857,2019-05-28,1800,Harland Terrace
9339,191490875,2019-05-28,2235,Capitol View
9341,191490911,2019-05-28,1800,Mozley Park
9342,191490076,2019-05-28,1700,Midtown
9343,191491065,2019-05-28,1700,Peoplestown
9344,191491317,2019-05-29,1200,Browns Mill Park
9345,191491457,2019-05-27,1635,Campbellton Road
9347,191501995,2019-05-30,1730,English Avenue
9349,191500355,2019-05-29,1900,Riverside
9350,191500021,2019-05-23,1900,West End
9352,191501348,2019-05-29,1700,Lakewood Heights
9353,191501729,2019-05-30,1620,Campbellton Road
9355,191501774,2019-05-30,1600,Candler Park
9356,191502217,2019-05-30,1929,Westview
9358,191500969,2019-05-30,1100,Hammond Park
9359,191501016,2019-05-30,1130,Washington Park
9360,191502051,2019-05-30,1837,other
9362,191502141,2019-05-30,1845,Westview
9363,191502088,2019-05-30,1820,Campbellton Road
9365,191500838,2019-05-28,1300,Berkeley Park
9369,191502024,2019-05-30,1637,Lindridge/Martin Manor
9370,191502210,2019-05-30,1945,Mechanicsville
9371,191502463,2019-05-30,1700,Cabbagetown
9373,191500386,2019-05-28,1800,Ormewood Park
9374,191500647,2019-04-29,1200,Carroll Heights
9375,191500739,2019-04-03,1300,Kirkwood
9377,191500842,2019-05-29,2000,Buckhead Forest
9378,191501123,2019-05-29,2000,Glenrose Heights
9379,191501556,2019-05-28,1900,Summerhill
9381,191501687,2019-05-21,1430,Grant Park
9382,191501980,2019-05-30,1813,Florida Heights
9383,191502220,2019-05-29,1715,Lindbergh/Morosgo
9384,191502433,2019-05-30,2144,Midtown
9386,191500230,2019-05-29,1645,Inman Park
9387,191500547,2019-05-29,1929,Downtown
9388,191500576,2019-05-29,2000,Castleberry Hill
9391,191501098,2019-05-30,1228,Blandtown
9392,191501112,2019-05-30,1220,Edgewood
9393,191501381,2019-05-30,1300,Cascade Avenue/Road
9394,191501413,2019-05-30,1432,North Buckhead
9395,191501505,2019-05-30,1330,Brookwood Hills
9396,191501658,2019-05-30,1300,Midtown
9398,191501872,2019-05-30,1715,Downtown
9400,191502196,2019-05-30,1805,Home Park
9401,191502380,2019-05-08,1200,Old Fourth Ward
9402,191502385,2019-05-30,1909,Downtown
9403,191502432,2019-05-30,2130,Lincoln Homes
9404,191502502,2019-05-30,2030,Poncey-Highland
9405,191502556,2019-05-29,1431,Midtown
9406,191502605,2019-05-30,2230,Midtown
9413,191501540,2019-05-29,2030,Edgewood
9414,191502393,2019-05-30,2115,Ridgedale Park
9415,191500849,2019-05-30,1024,Harland Terrace
9416,191500926,2019-05-30,1115,Lindridge/Martin Manor
9417,191500992,2019-05-30,1130,Atlantic Station
9418,191501095,2019-05-30,1220,Atlantic Station
9419,191501134,2019-05-30,1238,Blandtown
9420,191501138,2019-05-30,1215,Midtown
